status,name,period,current_page_birthday,existing_reference_birthday,official_month_day,original_issue_types,explicit_birthday_date_hits,birthday_word_hits_without_candidate_date,candidate_date_hits_without_birthday_word
insufficient_explicit_birthday_evidence,黄彤扬,SNH48六期生,1998-01-28,1996-01-28,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/009_SNH48 TeamNⅡ大事年表（2013年—2018年，不完全统计）_cv21808419.md:1663 **TeamNⅡ成员【黄婷婷、易嘉爱（观众席观看并露脸）】参与录制的《吐槽大会第1季》第6期节目在腾讯视频播出。** / TeamNⅡ《专属派对》黄彤扬生日公演。 / 2月27日： | bilibili_readlist_449360_md/355_SNH48一期生至四期生公演达成场次一览（不完全统计）_cv40016525.md:313 100场（TeamNⅡ时期）：20150207 SNH48 TeamNⅡ《前所未有》公演。 / 200场（TeamNⅡ时期）：20170226 SNH48 TeamNⅡ《专属派对》黄彤扬生日公演。 / **（注：250场之后的达成场次资料暂缺）** | bilibili_readlist_449360_md/238_SNH48历年生日公演视频汇总（TeamNⅡ篇，持续更新中）_cv19357315.md:141 [20170225 SNH48 TeamNⅡ《专属派对》李艺彤生日公演](https://www.bilibili.com/video/BV1Sx411y7v4/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20170226 SNH48 TeamNⅡ《专属派对》黄彤扬生日公演](https://www.bilibili.com/video/BV1Tx41117t7/?share_so | bilibili_readlist_449360_md/099_SNH48 TeamNⅡ《专属派对》公演大事年表（不完全统计）_cv15054716.md:115 **2月26日：** / 黄彤扬生日公演。 / 李艺彤200场公演达成。,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:77 [current;reference] 1月27日：陈问言（NⅡ）、王菲妍（现艺名祁乐，HⅢ→X）、张怡婷（SNH预备生→X）、**何绮多**（SNH预备生） / 1月28日：雨婷儿（本名丛昱婷，SNH不分队）、黄彤扬（NⅡ→SNH预备生） / 1月29日：毕梦媛（E）
insufficient_explicit_birthday_evidence,钱艺,SNH48六期生,1998-06-07,1999-06-07,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/005_SNH48 TeamSⅡ大事年表（2013年—2018年，不完全统计）_cv21809505.md:1563 8月14日： / **SNH48官方发布公告：TeamSⅡ成员（刘力玮、申月姣）、TeamNⅡ成员（邓艳秋菲、钱艺）被运营到付（官方说法是以提前毕业形式退团）。** / TeamSⅡ《心的旅程》袁丹妮生日公演。,bilibili_readlist_449366_md/037_SNH48 Group成立至今各成员生日一览（4月份-6月份，持续更新中）_cv14439155.md:183 [current;reference] 6月6日：杨海赆（SNH未分队）、王依君（NⅡ）、王奕（HⅡ→HⅡ兼任FT→HⅡ）、赵梦婷（HⅡ，后被开除）、罗雪丽（E）、江雨航（现艺名赵晓莼，GNZ预备生→NⅢ→GNZ预备生→IDOLS FT）、孟清渝（B）、刘艾萌（CKG预备生） / 6月7日：易嘉爱（NⅡ）、李晶（X）、钱艺（NⅡ）、**禹佳蔚**（SNH预备生→X） / 6月8日：
insufficient_explicit_birthday_evidence,刘瀛,SNH48七期生,1998-02-08,1999-02-08,,existing_unreviewed_mismatch,,,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:103 [current;reference] 2月7日：张冉冉（SNH预备生）、**郭兆媛**（GNZ预备生→CⅡ） / 2月8日：戴萌（SNH不分队→SⅡ→**荣誉毕业生**）、江真仪（NⅡ）、刘瀛（NⅡ）、付美善（CKG→C）、**李婷**（SNH预备生→SⅡ） / 2月9日：康兆薇（CKG预备生→C）
insufficient_explicit_birthday_evidence,李星彦,SNH48十四期生,2000-03-29,2001-03-29,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/240_SNH48历年生日公演视频汇总（TeamX篇，持续更新中）_cv19374029.md:195 [20200912 SNH48 TeamX《遗忘的国度》李钊生日公演](https://www.bilibili.com/video/BV1JV411m7cX/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20201002 SNH48 TeamX《遗忘的国度》冉蔚生日公演（十四期生邓歆玥、李星彦、曲晨语、闫娜正式亮相并出道）](https://www.bilibili.com/vid | bilibili_readlist_449360_md/018_SNH48 TeamX大事年表（2019年—2021年，不完全统计）_cv21106928.md:655 10月2日： / TeamX《遗忘的国度》冉蔚生日公演（**SNH十四期生邓歆玥、李星彦、曲晨语、闫娜正式亮相并出道**）。 / ![](https://i0.hdslb.com/bfs/article/5caada641feda9b54cbf3321d69ecbde392751160.jpg) | bilibili_readlist_449360_md/119_SNH48 TeamX《遗忘的国度》公演大事年表（不完全统计）_cv15004512.md:129 冉蔚生日公演； / **SNH十四期生邓歆玥、李星彦、曲晨语、闫娜正式亮相并出道。** / ![](http://i0.hdslb.com/bfs/new_dyn/772be88617d2767e1d4fc6f02acf068e392751160.jpg),bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:217 [current;reference] 3月28日：**马星月**（CKG→K）、张歆如（B） / 3月29日：李星彦（X）、刘宇晴（SHY预备生→IDOLS FT）、**朱语凝**（BEJ预备生→B） / 3月30日：徐子轩（SⅡ）、李泓瑶（J→IDOLS FT）、张咏琪（GNZ预备生→CGT预备生）
insufficient_explicit_birthday_evidence,高源婧,SNH48五期生,1999-07-06,1997-07-06,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/027_GNZ48大事年表（2016年—2018年，不完全统计）_cv20725695.md:197 **TeamG成员张凯祺和TeamNⅢ成员（陈慧婧、陈楠茜、陈欣妤、冯嘉希、洪静雯、刘力菲、刘倩倩、卢静、孙馨、唐莉佳、肖文铃、冼燊楠、熊心瑶、郑丹妮、左嘉欣、左婧媛）作为第一批助阵嘉宾出席2016年天翼智能终端交易博览会（为期2天）。** / TeamG《剧场女神》高源婧生日公演暨阳青颖总选拉票。 / 7月16日： | bilibili_readlist_449360_md/027_GNZ48大事年表（2016年—2018年，不完全统计）_cv20725695.md:947 **GNZ48成员【卢静、刘力菲、陈欣妤、左嘉欣、王翠菲（现名王芊诺）】受邀接受RTHK香港电台（普通话台）的采访。** / GNZ48成员高源婧和唐莉佳受邀出席在广州越秀区较场西路《天生快活人》流行前线户外直播室庆祝天生快活人户外直播室十八岁生日活动。 / 6月29日： | bilibili_readlist_449360_md/027_GNZ48大事年表（2016年—2018年，不完全统计）_cv20725695.md:987 TeamNⅢ《第1人称》公演暨卢静、孙馨总选拉票。 / TeamG《心的旅程》高源婧生日公演&总选拉票暨陈珂总选拉票。 / 7月9日： | bilibili_readlist_449360_md/027_GNZ48大事年表（2016年—2018年，不完全统计）_cv20725695.md:1805 TeamNⅢ《第1人称》公演暨陈楠茜、左婧媛总选拉票。 / TeamG《双面偶像》高源婧生日公演。 / 6月24日： | bilibili_readlist_449360_md/027_GNZ48大事年表（2016年—2018年，不完全统计）_cv20725695.md:2165 11月4日： / **GNZ48成员（郑丹妮、刘力菲、陈珂、肖文铃、卢静、刘倩倩、高源婧、张琼予）参与录制的“乡人乡味”文艺晚会在湖南卫视播出。** / TeamZ《三角函数》陈桂君生日公演。,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:33 [current;reference] 7月5日：俞慧文（SNH不分队）、郑诗琪（SⅢ→SⅢ兼任HⅢ→SⅢ）、王永祺（SHY预备生→IDOLS FT→CⅡ）、**郭晓盈**（BEJ→E→E兼任HⅡ）、**李继醇**（**原名李忆纯**，SNH预备生→NⅡ） / 7月6日：孙亚萍（X→SNH预备生）、高源婧（XⅡ→G）、卢晨昕（SNH预备生→NⅡ→SNH预备生） / 7月7日：张诗芸（SNH预备生→HⅡ）、**李想**（GNZ预备生）
insufficient_explicit_birthday_evidence,蒋羽熙,SNH48一期生,1996-02-18,2000-02-18,,existing_unreviewed_mismatch,,bilibili_readlist_449366_md/061_SNH48 Group小偶像出生地之最（不完全统计）_cv15181657.md:41 **全团小偶像出生地所在一级行政区解锁时间一览：** / **2012年：**北京（王费澌、雨婷儿）、山西（蒋羽熙）、辽宁（孔肖吟）、黑龙江（张语格）、上海（陈丽、戴萌、顾香君、钱蓓婷、汤敏）、江苏（何轶琛、徐晨辰、俞慧文）、浙江（吴哲晗、许佳琪）、安徽（丁紫妍）、湖北（张馨方）、湖南（陈思）、广东（陈观慧、赵嘉敏）、四川（胡美婷、曾誉嘉）、贵州（董芷依、莫寒）、陕西（李宇琪）、台湾（邱欣怡）。 / **2013年：**吉林（孟玥）、福建（董艳芸、杨雅茹）、江西（万丽娜）、重,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:123 [current;reference] 2月17日：王露皎（HⅡ→K）、程宇璐（BEJ预备生→E→BEJ）、叶锦童（SⅢ） / 2月18日：蒋羽熙（SNH不分队）、朱涵佳（SNH预备生→SⅡ）、刘宇婷（CKG）、**吴志越**（CKG→K）、**乔诗然**（BEJ预备生→E） / 2月19日：**马昕玥**（GNZ预备生→Z）、王偲越（Z→Z兼任CKG→Z）、**丁子钦**（E）、**曾雨思**（GNZ预备生→NⅢ）
insufficient_explicit_birthday_evidence,李芸熙,TSH48七期生,2006-05-30,2006-05-13,,existing_unreviewed_mismatch,,,bilibili_readlist_477948_md/002_AKB48 TeamSH（后改名TSH48）成立至今各成员生日一览（持续更新中）_cv15765867.md:95 [current] 5月26日：王俞然 / 5月30日：**李芸熙** / ## **6月：**
insufficient_explicit_birthday_evidence,易思桐,CGT48四期生,2008-01-19,2004-01-09,01.09,existing_unreviewed_mismatch; official_month_day_conflict,,,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:39 [reference;official] 1月8日：高予瑾（B） / 1月9日：王雨兰（HⅢ→E→BEJ）、**胡思颖**（CKG预备生→K）、李妍（SNH预备生→X）、易思桐（CGT预备生） / 1月10日：袁雨桢（SⅡ）、**陈嘉仪**（SNH预备生→HⅡ）
insufficient_explicit_birthday_evidence,雷相菊,CGT48一期生,2002-05-08,2003-10-01,10.01,existing_unreviewed_mismatch; official_month_day_conflict,,bilibili_readlist_449360_md/216_CGT48 TeamGⅡ复刻公演《Hakuna Matata》大事年表（不完全统计）_cv24110060.md:97 10月2日： / 狮子座&处女座&天秤座（何蔡娴、何渝欣、雷相菊）生日公演。 / 10月4日： | bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1627 12月20日（**李秋月、齐灵泉生日公演**）：李秋月。 / 12月21日（**雷相菊季度MVP环节**）：雷相菊。 / 12月27日：雷相菊。 | bilibili_readlist_449360_md/379_SNH48 Group 2026年度获得今日之星（公演单场MVP）成员一览_cv44354518.md:1337 1月17日（**首演第3场**）：王依。 / 1月24日：雷相菊。 / 1月31日（**何蔡娴、王艺霖生日公演**）：王艺霖。 | bilibili_readlist_449360_md/379_SNH48 Group 2026年度获得今日之星（公演单场MVP）成员一览_cv44354518.md:1347 3月28日（**程宝玉、袁艺洁生日公演**）：程宝玉。 / 4月4日（**雷相菊季度MVP环节**）：雷相菊。 / 4月11日：王艺霖。 | bilibili_readlist_449360_md/379_SNH48 Group 2026年度获得今日之星（公演单场MVP）成员一览_cv44354518.md:1355 5月1日（**《校园心事》主题公演**）：李秋月。 / 5月2日（**程妤涵、雷相菊生日公演**）：程妤涵。 / 5月4日：雷相菊。,bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1593 [reference;official] 9月6日：王艺霖。 / 9月14日：雷相菊。 / 10月1日：雷相菊。 | bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1595 [reference;official] 9月14日：雷相菊。 / 10月1日：雷相菊。 / 10月5日（**何蔡娴季度MVP环节**）：何蔡娴。 | bilibili_readlist_449360_md/220_CGT48 二周年《不可替代》系列拼盘公演大事年表（不完全统计）_cv41715077.md:375 [reference;official] CGT预备生王相懿（代役）《自定义轨迹》公演首演。 / 本场今日之星：雷相菊。 / 10月1日： | bilibili_readlist_449360_md/220_CGT48 二周年《不可替代》系列拼盘公演大事年表（不完全统计）_cv41715077.md:379 [reference;official] 10月1日： / 本场今日之星：雷相菊。 / 10月5日： | bilibili_readlist_449366_md/059_CGT48 TeamGⅡ以及预备生在团成员简单科普（持续更新中）_cv24110915.md:137 [reference_full;reference;official] ![](http://i0.hdslb.com/bfs/new_dyn/d905266eaaf4876f847354760476bbd6392751160.jpg) / 雷相菊（2003年10月1日生人） / 昵称：小雷；
insufficient_explicit_birthday_evidence,林恩同,GNZ48十一期生,2006-06-03,2006-06-03,06.30,official_conflict_after_confirmed,,bilibili_readlist_449360_md/250_GNZ48历年生日公演视频汇总（预备生篇）_cv19560818.md:69 [20220618 GNZ48预备生《独家》曾艾佳生日公演（4月份被降格为预备生，青春盛典结束后回归TeamG）](https://www.bilibili.com/video/BV1zg411Q74T/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20221004 GNZ48 TeamG《他们所不知道的TEAM G》巨蟹座&狮子座【曾艾佳（G）、符冰冰（G）、林恩同】生日公演](h | bilibili_readlist_449360_md/250_GNZ48历年生日公演视频汇总（预备生篇）_cv19560818.md:77 [20230319 GNZ48 原TeamNⅢ《他们所不知道的TeamNⅢ》射手座&巨蟹座【惠煜轩、刘倩倩（NⅢ兼任SⅡ）、陆靖婷（NⅢ）】生日公演](https://www.bilibili.com/video/BV1Fg4y1x7az/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20230929 GNZ48TeamG《启程：TeamG》白羊座&双鱼座&巨蟹座【林恩同（G）、李姗 | bilibili_readlist_449360_md/030_GNZ48大事年表（2025年—2026年，不完全统计）_cv40090276.md:923 10月26日： / SNH48 GROUP 第十一届金曲大赏 TOP3-7 答谢巡演上海站（张琼予、刘力菲、徐楚雯、叶舒淇、马昕玥、林恩同参加）。 / TeamNⅢ《没有我的世界（uN_v3rse）》黄汝彤生日公演。 | bilibili_readlist_449360_md/030_GNZ48大事年表（2025年—2026年，不完全统计）_cv40090276.md:1387 TeamNⅢ《没有我的世界（uN_v3rse）》王珺生日公演。 / TeamG《瑶光之迹》2.0 公演（**林恩同千秋乐。****至此，GNZ48十一期生全部离团**）。 / 4月9日： | bilibili_readlist_449360_md/174_GNZ48拼盘公演《他们所不知道的》系列大事年表（不完全统计）_cv16617127.md:67 10月4日： / 巨蟹座&狮子座（曾艾佳、符冰冰、林恩同）生日公演。 / 11月6日：,bilibili_readlist_449366_md/037_SNH48 Group成立至今各成员生日一览（4月份-6月份，持续更新中）_cv14439155.md:229 [official] 6月29日：陈雨孜（SⅡ）、陈亿杉（E）、马可悦（GNZ预备生→CⅡ）、**王紫媛**（GNZ预备生） / 6月30日：吴晶晶（K→IDOLS FT→CKG）、林恩同（GNZ预备生→G）、**陈珊玲**（GNZ预备生→Z）、朱怡霖（CKG预备生） / **特别说明：**
insufficient_explicit_birthday_evidence,徐钰清,CGT48二期生,2004-06-04,,07.23,official_month_day_conflict,,bilibili_readlist_449360_md/379_SNH48 Group 2026年度获得今日之星（公演单场MVP）成员一览_cv44354518.md:1211 1月1日（**睡衣Party主题公演**）：黄蔚 **⑰**。 / 1月2日（**何林燕、徐钰清生日公演**）：徐钰清。 / 1月18日：张羽多。 | bilibili_readlist_449360_md/254_CGT48历年生日公演视频汇总（持续更新中）_cv26638863.md:43 [20241004 CGT48 TeamCⅡ《ALL FOR CII》好友派对（许雅兰、周是汝）生日公演](https://www.bilibili.com/video/BV1YE4weXEk9) / [20241221 CGT48 TeamCⅡ《ALL FOR CII》好友派对（秦露丹、徐钰清）生日公演](https://www.bilibili.com/video/BV1mWkbYMExk) / ### **2025年：** | bilibili_readlist_449360_md/254_CGT48历年生日公演视频汇总（持续更新中）_cv26638863.md:65 ### **2026年：** / [20260102 CGT48 TeamCⅡ《未命名新途》好友派对（何林燕、徐钰清）生日公演](https://www.bilibili.com/video/BV1D5iFBzEbQ) / [20260124 CGT48 TeamCⅡ《幻镜》好友派对（邱刘佳、申雨鑫）生日公演](https://www.bilibili.com/video/BV1N6zSB2Ehe) | bilibili_readlist_449360_md/036_CGT48大事年表（2023年—2025年，不完全统计）_cv24106377.md:1247 TeamGⅡ《ALL FOR GⅡ》好友派对（程妤涵、齐灵泉）生日公演。 / TeamCⅡ《ALL FOR CⅡ》公演暨徐钰清《少女的奇幻舞台》表演环节。 / 12月8日： | bilibili_readlist_449360_md/036_CGT48大事年表（2023年—2025年，不完全统计）_cv24106377.md:1279 TeamGⅡ成员（程宝玉、程妤涵、何蔡娴、雷相菊、雷薪梦、林海盈、齐灵泉、谭勇航、王依、王艺霖、吴云、徐钰涵、袁艺洁）受邀参加在西南交通大学犀浦校区举办的运达杯闭幕式。 / TeamCⅡ《ALL FOR CⅡ》好友派对（秦露丹、徐钰清）生日公演。 / TeamGⅡ《ALL FOR GⅡ》公演暨王艺霖《少女的奇幻舞台》表演环节。,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:67 [official] 7月22日：赵嘉敏（SⅡ） / 7月23日：**陈琳**（X→X兼任FT→X）、舒湘（GNZ预备生）、张瑾（SNH未分队）、**叶凡**（SNH预备生→NⅡ）、**许涵婧**（GNZ预备生→NⅢ）、徐钰清（GNZ预备生→CGT预备生→CⅡ） / 7月24日：李思奥（BEJ）
insufficient_explicit_birthday_evidence,何渝欣,CGT48一期生,2003-09-01,,09.10,official_month_day_conflict,,bilibili_readlist_449360_md/216_CGT48 TeamGⅡ复刻公演《Hakuna Matata》大事年表（不完全统计）_cv24110060.md:97 10月2日： / 狮子座&处女座&天秤座（何蔡娴、何渝欣、雷相菊）生日公演。 / 10月4日： | bilibili_readlist_449360_md/254_CGT48历年生日公演视频汇总（持续更新中）_cv26638863.md:89 ### **2023年： ** / [20231002 CGT48 TeamGⅡ《HAKUNA MATATA》狮子座&处女座&天秤座（何蔡娴、何渝欣、雷相菊）生日公演](https://www.bilibili.com/video/BV1Pw411a7JR) / [20231209 CGT48 TeamGⅡ《HAKUNA MATATA》天秤座&射手座（齐灵泉、程妤涵）生日公演](https://www.bilibili.com/video/BV1si4y1v74m) | bilibili_readlist_449360_md/036_CGT48大事年表（2023年—2025年，不完全统计）_cv24106377.md:253 10月2日： / TeamGⅡ《Hakuna Matata》狮子座&处女座&天秤座（何蔡娴、何渝欣、雷相菊）生日公演。 / 10月3日：,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:193 [official] 9月9日：刘胜男（E→X）、熊素君（XⅡ→B→暂休→CKG）、李晴（HⅢ）、吴睿莎（BEJ→B） / 9月10日：申月姣（SⅡ）、**黄宣绮**（BEJ→BEJ兼X→BEJ兼G→B兼G）、黄怡慈（BEJ→BEJ兼X→B兼X→B兼任SⅡ）、何渝欣（GⅡ）、**袁希璨**（CKG预备生→K） / 9月11日：张帆（CKG）、**梅思华**（GNZ预备生→CGT预备生→CⅡ）
insufficient_explicit_birthday_evidence,黄孟浠,CKG48九期生,2004-01-03,,01.30,official_month_day_conflict,,bilibili_readlist_449360_md/253_CKG48（第二次分队时期）历年生日公演视频汇总（持续更新中）_cv26638770.md:67 [20260412 CKG48 TeamC《第1人称》郝茹馨生日公演](https://www.bilibili.com/video/BV1kgDdBDELm/) / [20260425 CKG48 TeamC《第1人称》水瓶座&金牛座（黄孟浠、姚锦杰）生日公演](https://www.bilibili.com/video/BV1PVoyBrEiV) / [20260426 CKG48 TeamC《Glory Days》王思予生日公演](https://www.bilibi | bilibili_readlist_449360_md/379_SNH48 Group 2026年度获得今日之星（公演单场MVP）成员一览_cv44354518.md:1043 4月18日（**上海巡演**）：朱瑞缘（兼任X）。 / 4月25日（**黄孟浠、姚锦杰生日公演**）：黄孟浠。 / 5月2日（**王嘉瑜生日公演**）：王嘉瑜。 | bilibili_readlist_449360_md/203_CKG48 新TeamC复刻公演《第1人称》大事年表（不完全统计，持续更新中）_cv44868685.md:77 4月25日： / 水瓶座 & 金牛座（黄孟浠、姚锦杰）生日公演。 / 本场今日之星：黄孟浠。 | bilibili_readlist_449360_md/203_CKG48 新TeamC复刻公演《第1人称》大事年表（不完全统计，持续更新中）_cv44868685.md:79 水瓶座 & 金牛座（黄孟浠、姚锦杰）生日公演。 / 本场今日之星：黄孟浠。 / 5月2日： | bilibili_readlist_449360_md/035_CKG48（第二次分队时期）大事年表（2025年—2026年，不完全统计）_cv40198455.md:1233 4月18日： / TeamC《第1人称》上海巡演【**黄孟浠、刘莹莹、CKG预备生郝冰圆（代役）、****CKG预备生何诗雨（代役）****上海星梦剧院首演**】。 / TeamK《我的太阳》金牛座 & 处女座（卢美廷、张伟依）生日公演。,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:81 [official] 1月29日：毕梦媛（E） / 1月30日：曾艳芬（NⅡ）、杨肖（HⅢ）、张沁芝（CGT预备生）、**黄孟浠**（CKG预备生→C） / 1月31日：单习文（J）、张韩紫陌（J）、张瑜纹（SNH未分队）、**王紫萱**（GNZ预备生）、国嘉睿（BEJ预备生，因不明原因未能正式出道） | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:111 [official] ![](http://i0.hdslb.com/bfs/new_dyn/a591676f744b1609ecf92061ebba2a51392751160.jpg) / 黄孟浠 / 黄孟浠（2004年1月30日生人） | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:113 [official] 黄孟浠 / 黄孟浠（2004年1月30日生人） / 昵称：cici；
insufficient_explicit_birthday_evidence,余茜果,CKG48九期生,2008-01-11,,01.01,official_month_day_conflict,,,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:43 [current] 1月10日：袁雨桢（SⅡ）、**陈嘉仪**（SNH预备生→HⅡ） / 1月11日：邱欣怡（SNH不分队→SⅡ→**荣誉毕业生**）、刘佩鑫（HⅡ→NⅡ→NⅡ兼任FT）、郑奕雯（GNZ预备生，后被开除）、吴欣怡（SNH预备生）、**余茜果**（CKG预备生） / 1月12日： | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:815 [current_full;current] ![](https://i0.hdslb.com/bfs/new_dyn/72c05eec92d9ab70e65b43359fe986bc392751160.jpg) / 余茜果 / 余茜果（2008年1月11日生人） | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:817 [current_full;current] 余茜果 / 余茜果（2008年1月11日生人） / 昵称：果果；
insufficient_explicit_birthday_evidence,黄艺暄,GNZ48十三期生,2006-11-10,,11.01,official_month_day_conflict,,bilibili_readlist_449360_md/174_GNZ48拼盘公演《他们所不知道的》系列大事年表（不完全统计）_cv16617127.md:195 天蝎座（卢静、冼燊楠、张润）生日公演。 / GNZ预备生黄艺暄（代役）《他们所不知道的TeamNⅢ》公演首演。 / ### **2023年：**,bilibili_readlist_449366_md/039_SNH48 Group成立至今各成员生日一览（10月份-12月份，持续更新中）_cv14452681.md:113 [current] 11月9日：吕思琴（NⅡ）、**田姝丽**（XⅡ→B→SⅡ）、冼燊楠（NⅢ）、孙毓园（GNZ预备生） / 11月10日：徐言雨（NⅡ）、黄艺暄（GNZ预备生→CⅡ） / 11月11日：
insufficient_explicit_birthday_evidence,李娜,BEJ48一期生,1996-05-01,,20078:09.22,same_name_official_period_mismatch,,bilibili_readlist_449360_md/141_BEJ48 TeamE《奇幻加冕礼》公演大事年表（不完全统计）_cv15041379.md:83 **5月28日：** / 大李娜（后改名李尚颐）生日公演。 / **5月29日：** | bilibili_readlist_449360_md/243_BEJ48（第一次分队时期）历年生日公演视频汇总（TeamE篇）_cv19424966.md:55 [20170520 BEJ48 TeamE《奇幻加冕礼》杨一帆生日公演（刘胜男100场公演达成）](https://www.bilibili.com/video/BV1zx411v7wk/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20170528 BEJ48 TeamE《奇幻加冕礼》大李娜（后改名为李尚颐）生日公演](https://www.bilibili.com/video/ | bilibili_readlist_449360_md/243_BEJ48（第一次分队时期）历年生日公演视频汇总（TeamE篇）_cv19424966.md:95 [20181006 BEJ48 TeamE《UNIVERSE》李梓生日公演](https://www.bilibili.com/video/BV1NW411m7XJ/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20181013 BEJ48 TeamE《UNIVERSE》小李娜生日公演](https://www.bilibili.com/video/BV1xb411F79V/?sha | bilibili_readlist_449360_md/243_BEJ48（第一次分队时期）历年生日公演视频汇总（TeamE篇）_cv19424966.md:129 [20191020 BEJ48 TeamE《羽化成蝶》张爱静生日公演](https://www.bilibili.com/video/BV1aE41167Rg/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20191026 BEJ48 TeamE《羽化成蝶》小李娜生日公演](https://www.bilibili.com/video/BV1SE411a7FA/?share_sour | bilibili_readlist_449360_md/143_BEJ48 TeamE《羽化成蝶》公演大事年表（不完全统计）_cv15041370.md:39 **10月26日：** / 小李娜生日公演。 / **11月8日：**,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:217 [official] 9月21日：徐佳丽（SⅡ→B） / 9月22日：小李娜（E→BEJ）、邓熳慧（GNZ预备生→NⅢ）、陈诗莹（GNZ预备生→IDOLS FT） / 9月23日： | bilibili_readlist_449366_md/037_SNH48 Group成立至今各成员生日一览（4月份-6月份，持续更新中）_cv14439155.md:93 [current] ## **5月份** / 5月1日：李尚颐（大李娜，E）、**夏莹**（GNZ预备生→CⅡ） / 5月2日：**宁轲**（B→SⅡ）**③**、**王嘉瑜**（HⅢ→E→CKG→IDOLS FT→C）
